frame, face_id, timestamp, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1978,0,65.966,-0.07,-0.358,-0.282,0.19,0.11,0.41,0,0.1,1.05,0,0.62,0,0.03,0.18,0.11,0,0,1.44,1.7,1.01,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1979,0,65.999,-0.078,-0.357,-0.307,0.45,0.49,0.46,0,0.11,0.96,0,0.64,0,0.03,0.18,0.09,0,0,1.57,1.38,0.79,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1980,0,66.033,-0.078,-0.353,-0.316,0.72,0.81,0.53,0,0.08,0.89,0,0.63,0,0.09,0,0.09,0,0,1.54,1.2,0.64,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1981,0,66.066,-0.075,-0.35,-0.32,0.82,0.98,0.58,0,0.01,0.71,0,0.67,0,0.19,0.04,0.14,0,0,1.58,0.9,0.59,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1982,0,66.099,-0.069,-0.367,-0.326,0.85,0.82,0.61,0.02,0,0.76,0,0.48,0,0.19,0.08,0.2,0,0,1.59,0.67,0.48,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1983,0,66.133,-0.069,-0.371,-0.341,0.87,0.63,0.68,0.02,0,0.65,0,0.28,0,0.14,0.08,0.3,0,0,1.72,0.4,0.33,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1984,0,66.166,-0.085,-0.366,-0.354,0.88,0.6,0.48,0.05,0,0.64,0,0,0,0.01,1.06,0.28,0,0,1.24,0.18,0.28,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1985,0,66.199,-0.085,-0.358,-0.37,0.77,0.58,0.36,0.14,0,0.3,0,0.23,0.05,0.04,1.02,0.14,0,0,1.2,0.13,0.37,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1986,0,66.233,-0.073,-0.37,-0.382,0.7,0.72,0.22,0.3,0,0.21,0,0.53,0.13,0.22,1.02,0.17,0,0,1.25,0.15,0.48,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1987,0,66.266,-0.078,-0.356,-0.378,0.64,0.67,0.19,0.31,0,0.04,0,0.66,0.31,0.37,0.04,0.44,0,0,1.39,0.43,0.46,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1988,0,66.3,-0.109,-0.347,-0.378,0.56,0.59,0.25,0.24,0.05,0.13,0,0.7,0.49,0.47,0.04,1.33,0,0.25,1.13,1.05,0.4,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1989,0,66.333,-0.101,-0.357,-0.382,0.44,0.5,0.31,0.34,0.05,0.14,0,0.54,0.49,0.35,0.04,1.94,0,0.53,0.76,1.44,0.38,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
1990,0,66.366,-0.088,-0.366,-0.397,0.35,0.45,0.34,0.52,0.05,0.17,0,0.51,0.33,0.22,0.05,2.34,0,0.67,0.78,1.48,0.32,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1991,0,66.4,-0.062,-0.375,-0.405,0.49,0.53,0.36,0.79,0,0.08,0,0.24,0.15,0.11,0.54,2.05,0,0.53,0.55,0.81,0.21,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1992,0,66.433,-0.036,-0.364,-0.415,0.68,0.7,0.23,0.76,0,0.03,0,0.22,0.15,0.25,0.82,1.78,0,0.42,0.26,0.4,0.17,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1993,0,66.466,-0.032,-0.348,-0.414,0.79,0.84,0.14,0.72,0,0,0,0.29,0.27,0.53,0.77,1.7,0,0.48,0,0.09,0.08,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1994,0,66.5,-0.056,-0.327,-0.401,1.05,1.18,0.02,0.41,0,0,0,0.5,0.23,0.8,0.28,1.64,0,0.39,0,0.08,0.11,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
1995,0,66.533,-0.089,-0.329,-0.361,1.15,1.28,0,0.18,0,0,0,0.72,0.18,0.95,0,1.47,0,0.22,0,0.05,0.03,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
1996,0,66.567,-0.067,-0.328,-0.326,1.27,1.15,0,0,0,0.15,0,0.88,0.03,1.1,0,1.3,0,0.02,0,0.22,0.03,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1997,0,66.6,-0.04,-0.33,-0.299,0.89,0.71,0,0,0,0.22,0,1.06,0.06,1.34,0,1.22,0,0.01,0,0.34,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1998,0,66.633,-0.021,-0.347,-0.277,0.65,0.34,0,0,0.07,0.46,0,1.14,0.13,1.35,0,1.19,0,0.01,0,0.39,0.15,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1999,0,66.667,0.04,-0.361,-0.249,0.33,0.18,0,0,0.21,0.53,0,0.97,0.25,1.02,1.55,0.96,0.07,0.01,0,0.26,0.15,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
2000,0,66.7,0.088,-0.354,-0.227,0.2,0.09,0,0,0.3,0.76,0,0.57,0.23,0.61,2.93,0.5,0.26,0,0.11,0.25,0.16,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
2001,0,66.733,0.114,-0.37,-0.213,0.06,0,0,0,0.25,0.57,0,0.15,0.12,0.26,4.6,0.4,0.26,0,0.11,0.3,0.01,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2002,0,66.767,0.089,-0.373,-0.21,0.01,0,0,0,0.12,0.36,0,0,0,0.13,4.72,0.48,0.18,0,0.11,0.26,0.01,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2003,0,66.8,0.075,-0.38,-0.206,0.06,0,0,0,0.05,0.06,0,0,0,0,5,0.71,0,0,0,0.14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2004,0,66.833,0.082,-0.378,-0.203,0.22,0.05,0,0,0.09,0,0,0.36,0.07,0.41,3.48,0.53,0,0,0.21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2005,0,66.867,0.1,-0.367,-0.199,0.31,0.12,0,0,0.16,0,0,0.6,0.15,0.47,2.77,0.23,0,0,0.21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2006,0,66.9,0.135,-0.354,-0.184,0.44,0.37,0,0,0.25,0,0,0.96,0.35,0.55,1.57,0,0,0,0.51,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2007,0,66.934,0.157,-0.345,-0.175,0.42,0.6,0,0,0.41,0,0,1.15,0.56,0.55,1.8,0,0,0,0.56,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2008,0,66.967,0.177,-0.338,-0.166,0.39,0.72,0,0,0.57,0,0,1.61,0.89,1.06,1.25,0.05,0.07,0,1.19,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
2009,0,67,0.194,-0.346,-0.155,0.43,0.71,0,0,0.67,0,0,2.12,1.29,1.91,0.78,0.07,0.12,0,1.66,0.04,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
2010,0,67.034,0.223,-0.348,-0.14,0.91,1.06,0,0,0.74,0,0,2.57,1.86,2.3,0.41,0.18,0.12,0,2.18,0.1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
2011,0,67.067,0.236,-0.342,-0.13,1.52,1.78,0,0,0.83,0,0,2.97,2.39,2.36,0,0.36,0.05,0,2.24,0.13,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
2012,0,67.1,0.207,-0.323,-0.134,2.05,2.31,0,0,0.97,0,0,3.15,2.79,1.89,0.96,0.65,0,0,1.64,0.1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
2013,0,67.134,0.198,-0.322,-0.141,2.1,2.37,0,0,1.05,0,0,3.13,2.95,1.36,1.18,0.94,0,0,1.14,0.04,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
2014,0,67.167,0.192,-0.317,-0.151,2.21,2.16,0,0,1.25,0.18,0,3.08,3.05,1.17,1.18,1.02,0,0,0.76,0,0.02,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
2015,0,67.2,0.185,-0.317,-0.155,2.29,2.02,0,0,1.42,0.44,0,3.02,3.04,1.06,0.6,1.01,0,0,1.37,0,0.02,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
2016,0,67.234,0.181,-0.314,-0.156,2.47,1.86,0,0.11,1.53,0.71,0,2.98,2.88,1.51,0.37,0.74,0,0,2.21,0.02,0.34,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
2017,0,67.267,0.205,-0.317,-0.147,2.38,1.46,0,0.14,1.42,1.02,0,2.82,2.59,1.64,0.37,0.53,0,0,3.17,0.22,0.55,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
2018,0,67.301,0.189,-0.31,-0.143,2.26,1.11,0,0.14,1.29,1.05,0,2.84,2.23,1.66,0.18,0.23,0,0,3.72,0.45,0.82,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
2019,0,67.334,0.152,-0.317,-0.141,2.19,1.19,0,0.03,0.98,0.88,0,2.53,1.77,0.98,0.42,0.1,0,0,3.4,0.67,0.65,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
2020,0,67.367,0.081,-0.323,-0.152,2.45,1.44,0,0.02,0.65,0.82,0,1.65,1.17,0.4,2.08,0.14,0,0,2.13,0.46,0.54,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
2021,0,67.401,0.027,-0.3,-0.182,2.68,1.56,0,0.12,0.25,0.88,0.2,0.64,0.53,0.04,3.57,0.14,0,0,0.79,0.24,0.42,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2022,0,67.434,-0.035,-0.335,-0.224,2.93,1.52,0,0.12,0.1,0.9,0.26,0,0.15,0,5,0.14,0,0,0,0,0.42,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,0,67.467,-0.052,-0.35,-0.248,3.08,1.59,0,0.1,0,0.47,0.26,0,0.04,0,4.33,0,0,0,0.06,0,0.42,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024,0,67.501,-0.059,-0.365,-0.259,3.31,1.95,0.01,0,0,0.16,0.06,0,0.18,0,2.67,0,0,0,0.27,0,0.45,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025,0,67.534,-0.067,-0.361,-0.27,3.39,2.17,0.01,0,0,0.04,0,0,0.3,0,1,0.02,0,0,0.58,0,0.47,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026,0,67.568,-0.08,-0.353,-0.276,3.39,2.29,0.01,0,0,0.04,0,0,0.43,0,0,0.02,0,0,0.9,0,0.63,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2027,0,67.601,-0.083,-0.345,-0.282,3.3,2.14,0,0,0,0,0,0.01,0.45,0,0,0.02,0,0,1.01,0,0.65,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2028,0,67.634,-0.087,-0.347,-0.278,3.27,1.99,0,0,0,0,0,0.1,0.5,0,0,0,0,0,1.24,0,0.78,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2029,0,67.668,-0.084,-0.349,-0.272,3.33,1.98,0,0,0,0,0,0.22,0.52,0,0,0.07,0,0,1.39,0,0.68,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2030,0,67.701,-0.071,-0.356,-0.266,3.3,2.18,0,0,0,0,0,0.44,0.55,0,0,0.16,0,0,1.48,0,0.5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2031,0,67.734,-0.049,-0.363,-0.255,3.45,2.2,0,0,0,0,0,0.63,0.55,0,0,0.29,0,0,1.5,0,0.19,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2032,0,67.768,-0.042,-0.375,-0.245,3.37,2.42,0,0,0,0,0,1,0.59,0.27,0,0.28,0,0,1.29,0.12,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2033,0,67.801,0.009,-0.376,-0.245,3.29,2.21,0,0,0,0,0,1.01,0.47,0.27,0,0.2,0,0,1.36,0.54,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2034,0,67.834,0.029,-0.348,-0.238,3.04,2.11,0,0,0,0,0,1.43,0.51,0.73,0,0.07,0,0,1.49,0.75,0.1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2035,0,67.868,-0.002,-0.333,-0.211,2.92,1.65,0,0,0.07,0,0,1.64,0.48,0.79,0.25,0.01,0,0,1.99,0.66,0.31,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
2036,0,67.901,0.008,-0.322,-0.197,2.88,1.7,0,0,0.15,0.01,0,2.12,0.67,1.12,0.74,0,0,0,2.3,0.24,0.86,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2037,0,67.935,0.021,-0.328,-0.185,2.68,1.82,0.02,0.08,0.22,0.01,0,1.94,0.62,0.95,1.07,0,0,0,2.27,0.03,1.18,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2038,0,67.968,0.055,-0.338,-0.173,2.46,1.83,0.02,0.17,0.15,0.03,0,1.59,0.43,0.63,1.27,0,0,0,1.96,0,1.48,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2039,0,68.001,0.083,-0.349,-0.154,1.98,1.46,0.12,0.17,0.06,0.03,0,0.89,0.15,0.3,1.3,0,0,0,1.17,0,1.41,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2040,0,68.035,0.111,-0.354,-0.151,1.68,1.28,0.19,0.09,0,0.03,0,0.36,0,0.02,2.65,0,0,0,0.53,0,1.54,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2041,0,68.068,0.102,-0.359,-0.144,1.33,1.09,0.32,0,0.04,0,0,0.02,0,0,3.86,0,0,0.05,0.02,0,1.55,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2042,0,68.101,0.111,-0.356,-0.134,1.15,1.06,0.28,0,0.24,0.03,0.2,0,0.09,0,5,0,0,0.13,0,0,1.47,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2043,0,68.135,0.143,-0.356,-0.12,1.04,1,0.2,0,0.56,0.22,0.22,0.59,0.49,0.67,3.96,0.1,0,0.13,0.11,0,1.22,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2044,0,68.168,0.188,-0.335,-0.117,0.9,1.01,0.08,0,0.95,0.51,0.22,1.46,1.09,1.46,2.53,0.29,0,0.08,0.38,0,0.98,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
2045,0,68.201,0.233,-0.314,-0.106,0.68,0.93,0.02,0,1.3,0.78,0.04,2.35,1.69,2.27,0.86,0.57,0,0,0.61,0,0.67,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
2046,0,68.235,0.262,-0.306,-0.097,0.4,0.7,0,0,1.56,1.08,0.1,2.55,2,2.33,0.79,0.62,0,0,0.66,0,0.4,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
2047,0,68.268,0.287,-0.305,-0.09,0.22,0.52,0,0,1.75,1.37,0.26,2.28,2.08,2.14,1.85,0.57,0,0,0.43,0,0.12,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
2048,0,68.302,0.314,-0.325,-0.09,0.24,0.58,0,0,1.79,1.55,0.55,2.01,1.94,1.87,3.52,0.43,0,0,0.2,0,0.04,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
2049,0,68.335,0.32,-0.336,-0.09,0.18,0.37,0,0,1.7,1.47,0.67,1.67,1.68,1.77,4.64,0.28,0,0,0.33,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
2050,0,68.368,0.321,-0.35,-0.086,0.11,0.21,0,0,1.61,1.3,0.55,1.44,1.45,2.01,4.12,0.15,0,0,0.72,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
2051,0,68.402,0.302,-0.372,-0.081,0,0.02,0,0,1.46,1.24,0.4,1.11,1.25,1.94,4.12,0.01,0.02,0,1.04,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
2052,0,68.435,0.275,-0.369,-0.077,0.07,0.11,0,0,1.36,1.11,0.2,1.19,1.09,1.96,3.02,0.01,0.02,0,1.21,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
2053,0,68.468,0.245,-0.358,-0.084,0.17,0.14,0,0,1.15,0.93,0.15,1.47,0.97,1.91,2.56,0.05,0.13,0,1.18,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0
2054,0,68.502,0.228,-0.354,-0.092,0.17,0.12,0,0,1.03,0.6,0,1.76,0.91,2.1,1.12,0.06,0.26,0.06,1.11,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0
2055,0,68.535,0.213,-0.35,-0.1,0.1,0.02,0,0,0.86,0.33,0,1.86,0.96,2.18,0.57,0.09,0.55,0.06,1.16,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0
2056,0,68.569,0.207,-0.348,-0.108,0,0,0,0,0.77,0.1,0,1.59,0.95,2.1,0.63,0.08,0.86,0.06,1.47,0.09,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0
2057,0,68.602,0.224,-0.357,-0.096,0,0,0,0,0.74,0,0,1.48,1.01,2.31,0.51,0.11,0.91,0,1.94,0.19,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
2058,0,68.635,0.249,-0.378,-0.078,0,0,0,0,0.89,0,0,1.37,1.05,2.59,0.54,0.08,0.78,0,2.16,0.19,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
2059,0,68.669,0.266,-0.392,-0.062,0,0,0,0,0.97,0,0,1.2,1.07,2.46,0.68,0.33,0.59,0,2.22,0.1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
2060,0,68.702,0.274,-0.406,-0.049,0,0,0,0,1.01,0,0,1,1.03,2.1,1.17,0.55,0.68,0,2.24,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0
2061,0,68.735,0.284,-0.406,-0.044,0,0,0,0,0.92,0,0,0.78,0.95,1.44,1.63,0.79,0.79,0,2.19,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0
2062,0,68.769,0.277,-0.401,-0.046,0,0,0,0,0.88,0,0,0.94,0.93,1.31,1.2,0.71,0.69,0,2.16,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0
2063,0,68.802,0.266,-0.394,-0.058,0,0,0,0,0.75,0,0,0.67,0.79,0.83,2.27,0.43,0.53,0,1.49,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0
2064,0,68.835,0.238,-0.378,-0.075,0,0,0,0,0.59,0,0,0.43,0.64,0.49,2.99,0.33,0.48,0,1.15,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
2065,0,68.869,0.227,-0.379,-0.089,0,0,0,0,0.4,0,0,0.06,0.41,0.03,4.57,0.23,0.55,0,0.57,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
2066,0,68.902,0.216,-0.384,-0.098,0,0,0,0,0.42,0.2,0.03,0.11,0.33,0,4.57,0.23,0.43,0,0.59,0,0.02,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
2067,0,68.936,0.214,-0.393,-0.109,0,0,0,0,0.57,0.45,0.03,0.28,0.29,0.05,3.96,0.27,0.55,0,0.58,0,0.14,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
2068,0,68.969,0.196,-0.385,-0.125,0,0,0,0,0.75,0.63,0.03,0.38,0.25,0.05,3.41,0.29,0.53,0,0.62,0,0.35,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1
2069,0,69.002,0.171,-0.367,-0.136,0,0,0,0,0.73,0.69,0,0.45,0.24,0.05,2.85,0.35,0.84,0,0.75,0,0.39,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1
2070,0,69.036,0.156,-0.356,-0.151,0,0,0,0,0.67,0.74,0,0.46,0.24,0.04,2.87,0.24,0.67,0,0.75,0.16,0.27,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1
2071,0,69.069,0.143,-0.349,-0.159,0,0,0,0,0.64,0.64,0,0.61,0.34,0.27,1.98,0.25,0.82,0,1.03,0.27,0.06,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
2072,0,69.102,0.133,-0.345,-0.167,0,0,0,0,0.69,0.6,0,0.7,0.42,0.38,1.33,0.27,0.7,0,1.17,0.58,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
2073,0,69.136,0.138,-0.351,-0.173,0,0,0,0,0.77,0.54,0,0.76,0.52,0.47,1.41,0.2,0.63,0,1.4,0.55,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
2074,0,69.169,0.139,-0.359,-0.186,0,0,0,0,0.91,0.59,0,0.89,0.63,0.41,1.54,0.08,0.3,0,1.34,0.54,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
2075,0,69.202,0.144,-0.366,-0.198,0,0,0,0,1.08,0.69,0,0.97,0.71,0.33,1.62,0,0.29,0,1.67,0.39,0.13,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
2076,0,69.236,0.133,-0.38,-0.222,0,0,0,0,1.2,0.66,0.19,0.82,0.71,0.2,2.56,0,0.19,0,1.18,0.27,0.36,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
2077,0,69.269,0.117,-0.396,-0.264,0,0,0,0,1.22,0.82,0.2,1.01,0.81,0.04,3.78,0.43,0.39,0,0.74,0.16,0.55,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
2078,0,69.303,0.067,-0.408,-0.32,0,0,0,0,1.19,0.61,0.42,1.11,1.01,0,4.91,1.2,0.33,0,0.02,0,0.59,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
2079,0,69.336,0.039,-0.388,-0.361,0,0,0,0,1.23,0.39,0.39,1.4,1.24,0.01,4.91,1.79,0.33,0,0,0,0.54,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
2080,0,69.369,0.047,-0.371,-0.371,0,0,0.04,0,1.32,0.27,0.52,1.27,1.17,0.07,5,1.48,0.11,0,0,0,0.35,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
2081,0,69.403,0.093,-0.34,-0.345,0,0,0.1,0,1.26,0.41,0.37,1.28,0.95,0.43,4.26,0.72,0,0,0,0,0.25,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
2082,0,69.436,0.122,-0.289,-0.303,0,0,0.24,0,1.06,0.56,0.22,1.13,0.64,0.44,3.57,0.12,0.12,0.04,0.26,0,0.07,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
2083,0,69.469,0.144,-0.218,-0.141,0,0,0.62,0,0.88,0.82,0.28,0.93,0.52,0.37,1.9,0.1,0.12,0.04,0.37,0.3,0.07,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
2084,0,69.503,0.161,-0.102,-0.124,0,0,0.6,0,0.63,0.81,0.2,0.62,0.44,0.02,0.98,0.28,0.12,0.04,0.47,0.3,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
2085,0,69.536,0.206,-0.006,-0.06,0,0.07,0.54,0,0.66,0.97,0.2,0.51,0.5,0,0,0.5,0,0,0.33,0.3,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
2086,0,69.57,0.185,0.054,-0.051,0,0.26,0.35,0,0.7,0.87,0,0.41,0.47,0,0,0.62,0,0,0.33,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
2087,0,69.603,0.182,0.05,-0.051,0,0.26,0.67,0,0.9,0.97,0,0.44,0.49,0.04,0,0.6,0,0,0.34,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
2088,0,69.636,0.206,0.001,-0.058,0,0.24,0.79,0.01,0.74,1.21,0,0.4,0.35,0.27,0,0.6,0.01,0,0.34,0.19,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2089,0,69.67,0.23,-0.062,-0.072,0,0.04,0.81,0.01,0.42,1.6,0,0.35,0.2,0.57,0,0.84,0.15,0,0.57,1.06,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
2090,0,69.703,0.254,-0.108,-0.082,0,0.04,0.65,0.01,0.16,1.91,0,0.32,0.04,0.75,0,0.96,0.36,0,0.77,2.03,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
2091,0,69.736,0.27,-0.096,-0.078,0,0,0.61,0,0.19,2.19,0,0.3,0.07,0.71,0,1.36,0.52,0,0.65,2.66,0.01,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
2092,0,69.77,0.217,-0.015,-0.07,0,0,0.52,0,0.4,2.29,0,0.2,0.36,0.49,0,1.71,0.38,0.17,0.31,2.58,0.27,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
2093,0,69.803,0.184,0.08,-0.053,0,0,0.43,0,0.79,2.36,0,0.3,0.69,0.71,0,2.03,0.18,0.17,0,2.11,0.29,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
2094,0,69.836,0.186,0.129,-0.048,0,0.01,0.53,0,1.26,2.11,0,0.53,0.91,1.18,0,1.57,0.15,0.17,0.46,1.96,0.28,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
2095,0,69.87,0.2,0.121,-0.052,0,0.01,0.62,0,1.67,2.04,0,0.69,0.83,1.77,0,0.75,0.59,0,0.81,1.61,0.01,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
2096,0,69.903,0.186,0.077,-0.036,0,0.01,0.6,0,1.64,1.91,0,0.94,0.67,1.78,0,0.16,1.18,0,1.03,1.15,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
2097,0,69.937,0.213,0.005,-0.017,0,0,0.46,0,1.15,1.76,0,0.98,0.38,1.41,0,0.08,1.45,0,0.75,0.48,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0
